0,1
-1.3624986,-1.9265414
1.4849755,3.2887185
0.20353849,-2.3353975
2.0165153,-2.5685217
-1.095092,-1.0837567
5.171711,2.5048642
0.69713676,-2.4223504
0.716856,-2.2941122
0.89439625,-3.0725553
0.5167938,-2.5672026
-1.9723386,-1.6449143
1.0139374,1.7300123
1.2886081,-3.409724
-0.3374263,8.707411
-1.8417231,-2.237607
1.0286119,-3.5134134
5.332295,1.9213504
0.724989,1.9773113
5.2623973,3.6793683
0.53489584,1.6986171
0.39284778,3.5450118
0.47251186,2.576415
2.866641,2.4576485
-1.2483261,-0.085674725
1.4944706,2.881005
0.032898195,0.38969305
-2.693419,2.8487916
-1.3193738,-1.4159005
-1.6424112,0.8010703
1.2734008,2.3681033
1.6885653,1.7719221
1.3328404,-2.654853
-0.72701496,7.7950134
-1.610561,0.21442078
5.379496,2.4063895
-0.6231328,7.357821
1.0549928,3.07508
1.0314753,-3.0575852
2.173111,2.7166648
1.0931276,1.4748185
5.553534,2.2641735
-3.4457965,6.35042
-3.204936,3.6453228
-0.4632178,3.1479151
-3.4847243,1.4457382
6.391791,1.0733944
1.386425,-1.9577252
-1.5589767,-1.7220081
5.124941,1.2901294
5.600309,2.9298437
-0.35093838,-2.1122048
-0.84504765,1.6379495
2.4485443,-3.5383053
4.1333447,2.209923
-3.0983365,-0.62630963
-3.0434883,-0.6711724
5.022761,1.1426569
-0.8423838,0.2658964
4.9188147,1.0637234
-3.3641891,-1.5035176
1.2523686,1.1084157
5.0765266,1.2228805
1.6950771,4.941972
2.0867603,1.8762562
4.7909665,0.8674484
-1.5107611,-0.34118113
5.424106,1.8225738
-1.588602,0.2069615
0.8919946,-0.008987353
5.2721047,1.396227
-2.602567,-1.181789
2.3204646,2.8383973
-3.132649,6.7003984
8.303597,1.6343933
7.4340816,-1.5380118
-2.6354687,-1.1648589
-2.6350555,-1.1663526
2.3590732,-3.2647827
-2.668811,-1.160727
0.07775457,1.1973994
-2.6435783,-1.1709685
-2.5404124,-1.2114424
0.87138516,2.6727555
2.2064629,1.9825786
-2.6148078,-1.1415266
2.3866117,4.151157
0.74569345,-0.11539894
1.060516,-3.0177255
1.4478898,1.2223665
1.3254148,-1.8464804
1.0262187,2.0391681
0.8254568,1.0432214
2.1885164,1.7314324
2.2115667,-1.7596
1.0113848,-3.6585283
7.6636662,1.1294905
-1.4954376,1.4439394
2.588323,4.402308
1.8134153,3.6214926
1.4544994,1.827241
-1.9524841,4.4976416
6.8035107,0.13249895
1.0213364,4.6612487
-3.4412045,6.7219586
0.8780214,1.967346
-0.31251732,8.887843
0.816714,2.8593452
2.243882,1.3838325
5.2488747,3.8827937
5.158929,2.467377
2.0497105,2.254511
3.8410206,0.39264148
2.5707757,2.6066775
2.0876899,2.4327533
-2.3878465,5.392631
1.1951844,0.6009236
-1.5870272,0.3263964
1.0667725,1.3467224
1.9485066,-2.4874396
-1.2420037,-0.46459234
5.9002395,0.65042275
5.7913933,0.5521162
-2.2379196,-1.1697919
1.5989528,-1.8816847
-0.56351256,8.473216
-1.8725568,-0.88395524
4.0289197,2.1108105
0.925338,-3.1351557
-0.09062201,-1.982359
-3.4479082,3.409093
6.3882923,0.27874386
2.0259302,1.7988745
1.793697,1.4467933
-0.7123806,-0.9561602
-0.2824571,2.9594846
0.6473204,2.2518797
-3.0165646,6.074881
1.3092949,-2.3695292
0.75352645,-1.2055006
0.21419363,-1.2982886
5.9006863,1.8160702
0.5725886,-1.1794151
-0.38192046,8.971112
8.35879,1.5533289
-0.026444439,-3.0771108
-0.58217365,8.942137
2.2950835,4.6969366
1.2418282,-0.8319156
8.436411,1.589197
-0.3604163,8.733789
4.241839,0.12053628
3.6232562,0.4667173
3.0163846,0.5779426
-1.9144766,5.458541
2.9702737,-1.1857175
-1.7083122,-0.41289946
5.267359,4.0052032
8.714187,1.3022323
1.2091143,-0.9203513
-0.22650947,8.583738
6.0375376,2.217639
3.4888906,-0.5331129
2.323948,-1.0391788
1.8649696,4.1572223
4.1704884,-0.6564133
4.975194,2.546082
-0.6062258,3.01189
2.036025,1.8827229
1.725656,-1.6992354
5.7969275,4.211901
4.4421763,0.60589314
-1.3319513,-0.3094157
4.0157137,-1.1498777
1.2793617,3.1013794
-1.4869723,-0.08234373
3.183534,0.78294855
-2.2953286,0.011099162
2.9247115,-0.17110685
-2.1571753,0.1292421
-1.0362866,0.7990111
-2.222466,0.13011925
-2.2950528,4.8023715
8.416787,1.4864851
3.8426213,1.9958785
-1.9509649,0.25872728
-1.9525499,0.5319782
0.5578586,1.6694603
0.6954371,1.7937871
1.7518885,-2.1491308
-0.1054281,1.1072075
1.8085394,1.4855397
1.5626302,4.0180387
1.141107,2.0811083
1.4015174,-1.6674943
1.9973221,-2.5434105
4.547177,-0.9589354
0.456957,2.7120104
-0.03104565,4.2163157
-0.12720047,2.7659223
2.3546762,2.067089
1.4914836,4.887864
1.4733361,5.1805434
2.3498166,1.0378859
2.0558689,-3.0071807
2.1051657,2.5370739
1.9762703,-3.005431
4.665989,3.8628833
0.9506796,3.600811
